address,annotate,author,booktitle,chapter,crossref,edition,editor,howpublished,institution,journal,key,month,note,number,organization,pages,publisher,school,series,title,type,volume,year,entrytype,tags,intrahash,citation,merged
 , ,Arati Kadav and Sanjeev K. Aggarwal,ICPADS (2), ,conf/icpads/2006, , , , , , , , , , , ,IEEE Computer Society, , ,A Workflow Editor and Scheduler for Composing Applications on Computational Grids., , ,2006,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,e7ed14c4eb56c4c05bc34d534d3c1318, , 
New York [u.a.], ,{Raj} Aggarwal, , , , , , , , , , , , , , ,Praeger, ,Praeger special studies,The literature of international business finance, , ,1984,book,http://www.bibsonomy.org/api/tags/importedimported,ed3159b31c407a9b0a5c00cb9d2c379c, , 
 , ,Charu C. Aggarwal and Yan Li and Jianyong Wang and Jing Wang,KDD, ,conf/kdd/2009, ,John F. Elder IV and Françoise Fogelman-Soulié and Peter A. Flach and Mohammed Zaki, , , , , , , , , ,ACM, , ,Frequent pattern mining with uncertain data., , ,2009,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,96e588b61b9c46fe80d633fb3bd608fe, , 
 , ,C.C. Aggarwal and A. Hinneburg and D.A. Keim, , , , , , , , , , , , , , ,Springer, , ,{On the surprising behavior of distance metrics in high dimensional spaces}, , ,2000,book,http://www.bibsonomy.org/api/tags/distancedistancehttp://www.bibsonomy.org/api/tags/datadatahttp://www.bibsonomy.org/api/tags/dimensionaldimensionalhttp://www.bibsonomy.org/api/tags/highhigh,9c3ea56210936dd6782a6b1d378875b2, , 
 , ,Charu C. Aggarwal and Alexander Hinneburg and Daniel A. Keim,Lecture Notes in Computer Science, , , , , , , , , , , , , ,Springer, , ,On the surprising behavior of distance metrics in high dimensional space, , ,2001,inproceedings,http://www.bibsonomy.org/api/tags/dimensionalitydimensionalityhttp://www.bibsonomy.org/api/tags/highhigh,d8b94b13408ad4211f8675ab8bb4d0ee, , 
 , ,Daniel Richard Leff and Peck Hui Koh and Rajesh Aggarwal and Julian J. H. Leong and Fani Deligianni and Clare Elwell and David T. Delpy and Ara Darzi and Guang-Zhong Yang,MIAR, ,conf/miar/2006, ,Guang-Zhong Yang and Tianzi Jiang and Dinggang Shen and Lixu Gu and Jie Yang, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,"Optical Mapping of the Frontal Cortex During a Surgical Knot-Tying Task, a Feasibility Study.", ,4091,2006,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,3dde1f6993a8bf0238e7025f516febe3, , 
 , ,K. K. Aggarwal and Yogesh Singh and Arvinder Kaur and Ruchika Malhotra, , , , , , , ,Software Process: Improvement and Practice, , , ,1, , , , , ,Empirical analysis for investigating the effect of object-oriented metrics on fault proneness: a replicated case study., ,14,2009,article,http://www.bibsonomy.org/api/tags/dblpdblp,fbe59bdd79a4587091c6984b90c413e3, , 
 , ,Vaneet Aggarwal and Lalitha Sankar and A. Robert Calderbank and H. Vincent Poor, , , , , , , ,CoRR, , ,informal publication, , , , , , ,Ergodic Layered Erasure One-Sided Interference Channels, ,abs/0904.1956,2009,article,http://www.bibsonomy.org/api/tags/dblpdblp,a28b9573d2b1b2070c844205afa7bfe2, , 
 , ,Rohit Aggarwal and Philip Schniter and Can Emre Koksal, , , , , , , ,CoRR, , ,informal publication, , , , , , ,Rate Adaptation via Link-Layer Feedback for Goodput Maximization over a Time-Varying Channel, ,abs/0903.4128,2009,article,http://www.bibsonomy.org/api/tags/dblpdblp,20f7973ad3f9c9bb361b81a0d98c586e, , 
 , ,Charu C. Aggarwal,ICDE, ,conf/icde/2009, , , , , , , , , , , ,IEEE, , ,A Framework for Clustering Massive-Domain Data Streams., , ,2009,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,38a7e60b5c58b8cb9099c779dfb78bbc, , 
 , ,Vishal R Aggarwal and John McBeth and Joanna M Zakrzewska and Mark Lunt and Gary J Macfarlane, , , , , , ,"Unit of Chronic Disease Epidemiology, School of Epidemiology and Health Sciences, The University of Manchester, Manchester, UK. vishal.r.aggarwal@manchester.ac.uk",Int J Epidemiol, ,Apr, ,2, , , , , ,The epidemiology of chronic syndromes that are frequently unexplained: do they have common associated factors?, ,35,2006,article,http://www.bibsonomy.org/api/tags/IllnessIllness,2130e2df0f052e70842be47d2f7773e7, , 
 , ,Qasim Iqbal and Jake K. Aggarwal,ICARCV, ,conf/icarcv/2002, , , , , , , , , , , ,IEEE, , ,CIRES: a system for content-based retrieval in digital image libraries., , ,2002,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,3ec8562d60030573d91b0b9187f8aa7f, , 
 , ,Charu C. Aggarwal and Joel L. Wolf and Kun-Lung Wu and Philip S. Yu,Proc. Int. Conf. on Knowledge Discovery and Data Mining, , , , , , , , , , , , , , , , ,Horting Hatches an Egg: A New Graph-theoretic Approach to Collaborative Filtering, , ,1999,inproceedings,http://www.bibsonomy.org/api/tags/importedimported,2be37514db6d74829e9368d2e5a84b4f, , 
 , ,Nidhi Aggarwal and James E. Smith and Kewal K. Saluja and Norman P. Jouppi and Parthasarathy Ranganathan,MICRO, ,conf/micro/2008, , , , , , , , , , , ,IEEE Computer Society, , ,Implementing high availability memory with a duplication cache., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,56e73be2802f34310f8540019dee034d, , 
"Philadelphia, PA, USA", ,Alekh Agarwal and Soumen Chakrabarti and Sunny Aggarwal,Proceedings of the 12th ACM SIGKDD, , , , , , , , , , , , , ,ACM, , ,Learning to rank networked entities, , ,2006,inproceedings,"http://www.bibsonomy.org/api/tags/conductancematrix,maximumentropy,networkflow,pagerankconductancematrix,maximumentropy,networkflow,pagerank",7dce9011b842322fdffbc3961e215fef, , 
 , ,Geguang Pu and Yongxin Zhao and Zheng Wang and Libo Feng and Huibiao Zhu and Jifeng He,ICDCIT, ,conf/icdcit/2008, ,Manish Parashar and Sanjeev K. Aggarwal, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,A Denotational Model for Web Services Choreography., ,5375,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,8b37ba615d189ef2bc415f5b77b8bf36, , 
 , ,Shaik Naseera and T. Vivekanandan and K. V. Madhu Murthy,ICDCIT, ,conf/icdcit/2008, ,Manish Parashar and Sanjeev K. Aggarwal, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Data Replication Using Experience Based Trust in a Data Grid Environment., ,5375,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,cc904054c1dc593c0c429cdfc6cd70d5, , 
 , ,Ash Mohammad Abbas,ICDCIT, ,conf/icdcit/2008, ,Manish Parashar and Sanjeev K. Aggarwal, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Scalability and Route Failure Time of a Hybrid Protocol for Identification of Node-Disjoint Paths in Mobile Ad Hoc Networks., ,5375,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,a87d9446141a60df3a1abcf7c0b1d7a5, , 
 , ,Nityananda Sarma and Aditya Singh and Sukumar Nandi,ICDCIT, ,conf/icdcit/2008, ,Manish Parashar and Sanjeev K. Aggarwal, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,A Strict Priority Based QoS-Aware MAC Protocol for Mobile Ad Hoc Networks., ,5375,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,78d27f0e5171f7bd58d4e2dd14d49b18, , 
 , ,Ritu Arora and Marjan Mernik and Purushotham Bangalore and Suman Roychoudhury and Saraswathi Mukkai,ICDCIT, ,conf/icdcit/2008, ,Manish Parashar and Sanjeev K. Aggarwal, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,A Domain-Specific Language for Application-Level Checkpointing., ,5375,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,1643c602ae1bdde285003df4c919a2e9, , 
 , ,Siddharth Jain and R. K. Ghosh,ICDCIT, ,conf/icdcit/2008, ,Manish Parashar and Sanjeev K. Aggarwal, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,A Web Based Pathfinder Service for Road Networks in India., ,5375,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,3702da9f4cf6c2bbe4f6b7dabe16b914, , 
 , ,Sahel Alouneh and Anjali Agarwal and Abdeslam En-Nouaary,ICDCIT, ,conf/icdcit/2008, ,Manish Parashar and Sanjeev K. Aggarwal, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,A New Approach for Security in MPLS Multicast Networks., ,5375,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,3df8316e3ce1ed159fde8936a8b60c4f, , 
 , ,Sanmitra Kale and Snehal Naphade and Vinod Valecha,ICDCIT, ,conf/icdcit/2008, ,Manish Parashar and Sanjeev K. Aggarwal, , , , , , , , , ,Springer, ,Lecture Notes in Computer Science,Application for a Secure Fax System., ,5375,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,7c0648f2c76b5aa64d30e006f8bbed53, , 
 , ,Pankaj K. Agarwal and Alok Aggarwal and Boris Aronov and S. Rao Kosaraju and Baruch Schieber and Subhash Suri, , , , , , , ,Discrete Applied Mathematics, , , ,2, , , , , ,Computing external farthest neighbors for a simple polygon., ,31,1991,article,http://www.bibsonomy.org/api/tags/dblpdblp,3f08b0e382fec6e7d16f31b00996b680, , 
 , ,Zhen Wen and Michelle X. Zhou and Vikram Aggarwal,IUI, ,conf/iui/2007, ,David N. Chin and Michelle X. Zhou and Tessa A. Lau and Angel R. Puerta, , , , , , , , , ,ACM, , ,"Context-Aware, adaptive information retrieval for investigative tasks.", , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,9ac1457a6c8ffef5a7580d38951799e6, , 
 , ,Michelle X. Zhou and Zhen Wen and Vikram Aggarwal,IUI, ,conf/iui/2005, ,Robert St. Amant and John Riedl and Anthony Jameson, , , , , , , , , ,ACM, , ,A graph-matching approach to dynamic media allocation in intelligent multimedia interfaces., , ,2005,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,0a3963f93550acdbd546788d7905320b, , 
 , ,Michael S. Ryoo and Jake K. Aggarwal,CVPR, ,conf/cvpr/2008, , , , , , , , , , , ,IEEE Computer Society, , ,Observe-and-explain: A new approach for multiple hypotheses tracking of humans and objects., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,01be52c112ed2ad785620d17d0331bbd, , 
 , ,G. Mohr and Sonu Aggarwal and Mark Day and A. Houri and Y. Kohda and D. Marvit, , , , , ,Internet Draft, , , ,August, , , , , , , ,PIP-DEMO: An Interoperable Presence Information Protocol, , ,1998,misc,http://www.bibsonomy.org/api/tags/importedimported,882967eed857e64fa9898e85dd2f5d02, , 
 , ,Vaneet Aggarwal and Lalitha Sankar and A. Robert Calderbank and H. Vincent Poor, , , , , , , ,CoRR, , ,informal publication, , , , , , ,Secrecy capacity of a class of orthogonal relay eavesdropper channels, ,abs/0812.2275,2008,article,http://www.bibsonomy.org/api/tags/dblpdblp,a6ab06ba3c5d777de9569bc23556c9bd, , 
 , ,Charu C. Aggarwal and Jiawei Han and Jianyong Wang and Philip S. Yu,VLDB, , , , , , , , , , , , , , , , ,A Framework for Clustering Evolving Data Streams., , ,2003,inproceedings,http://www.bibsonomy.org/api/tags/clusteringclusteringhttp://www.bibsonomy.org/api/tags/streamstreamhttp://www.bibsonomy.org/api/tags/bachelorbachelorhttp://www.bibsonomy.org/api/tags/ws08ws08http://www.bibsonomy.org/api/tags/mythesismythesishttp://www.bibsonomy.org/api/tags/miningmining,0b55e2f3f396f6a2700221005061c4dc, , 
 , ,Tao Zhao and Manoj Aggarwal and Thomas Germano and Ian Roth and Alexandar Knowles and Rakesh Kumar and Harpreet S. Sawhney and Supun Samarasekera, , , , , , , ,Mach. Vis. Appl., , , ,5-6, , , , , ,Toward a sentient environment: real-time wide area multiple human tracking with identities., ,19,2008,article,http://www.bibsonomy.org/api/tags/dblpdblp,24c28789cab676a8fc14803e030968d8, , 
 , ,Rohit Aggarwal and Phil Schniter and Can Emre Koksal,CISS, ,conf/ciss/2008, , , , , , , , , , , ,IEEE, , ,Rate adaptation via link-layer feedback for goodput maximization over a time-varying channel., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,dee2a5d72f7c1544c395b461acc4d340, , 
 , ,Christie I. Ezeife and Maxwell Ejelike and Akshai K. Aggarwal,IDEAS, ,conf/ideas/2008, ,Bipin C. Desai, , , , , , , , , ,ACM, ,ACM International Conference Proceeding Series,WIDS: a sensor-based online mining wireless intrusion detection system., ,299,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,b18fc6cb4139fb3dbd1bda940a547f60, , 
 , ,Sudhir Aggarwal and Bob Breeden and Peter Henry and Judie Mulholland,IFIP Int. Conf. Digital Forensics, ,conf/ifip11-9/2006, ,Martin S. Olivier and Sujeet Shenoi, , , , , , , , , ,Springer, ,IFIP,A Training Tool for Internet Crimes Against Children Cases., ,222,2006,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,433ad2e5701518e4bd967a90b5106bf2, , 
 , ,G. Karypis and R. Aggarwal and V. Kumar and S. Shekhar, , , , , , , ,"Very Large Scale Integration (VLSI) Systems, IEEE Transactions on", ,Mar, ,1, , , , , ,Multilevel hypergraph partitioning: applications in VLSI domain, ,7,1999,article,http://www.bibsonomy.org/api/tags/graphgraphhttp://www.bibsonomy.org/api/tags/multilevelmultilevelhttp://www.bibsonomy.org/api/tags/clusteringclusteringhttp://www.bibsonomy.org/api/tags/9999http://www.bibsonomy.org/api/tags/min-cutmin-cuthttp://www.bibsonomy.org/api/tags/KarypisKarypishttp://www.bibsonomy.org/api/tags/heuristicheuristic,242fd02a2a2b1b48c271495b1134ab36, , 
 , ,C. Aggarwal and P. Yu,Proceedings of the Symposium on Principles of Database Systems, , , , , , , , , , , , , , , , ,A new framework for itemset generation, , ,1998,inproceedings,http://www.bibsonomy.org/api/tags/importedimported,eb2852ff1027f58393808ce63c6f1947, , 
 , ,Vaneet Aggarwal and A. Robert Calderbank, , , , , , , ,IEEE Transactions on Information Theory, , , ,4, , , , , ,"Boolean Functions, Projection Operators, and Quantum Error Correcting Codes.", ,54,2008,article,http://www.bibsonomy.org/api/tags/dblpdblp,052eee07e73cef55989c9ebbabdb6566, , 
"New York, NY, USA", ,Charu C. Aggarwal and Joel L. Wolf and Kun-Lung Wu and Philip S. Yu,KDD '99: Proceedings of the fifth ACM SIGKDD international conference on Knowledge discovery and data mining, , , , , , , , , , , , , ,ACM, , ,Horting hatches an egg: a new graph-theoretic approach to collaborative filtering, , ,1999,inproceedings,http://www.bibsonomy.org/api/tags/graphgraphhttp://www.bibsonomy.org/api/tags/algorithmalgorithmhttp://www.bibsonomy.org/api/tags/recommendationrecommendationhttp://www.bibsonomy.org/api/tags/collaborative-filteringcollaborative-filteringhttp://www.bibsonomy.org/api/tags/msprojectmsproject,6a3906cebe026bad18ced22fe1fa7a52, , 
 , ,Shushan Zhao and Akshai K. Aggarwal and Robert D. Kent,SNPD (3), ,conf/snpd/2007, ,Wenying Feng and Feng Gao, , , , , , , , , ,IEEE Computer Society, , ,A Framework for Revocation of Proxy Certificates in a Grid., , ,2007,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,85147ed74ebffdd541a3361587212102, , 
 , ,Umesh R. Dhond and Jake K. Aggarwal, , , , , , , ,International Journal of Computer Vision, , , ,1, , , , , ,A cost-benefit analysis of a third camera for stereo correspondence., ,6,1991,article,http://www.bibsonomy.org/api/tags/dblpdblp,64f5fea7213a39bef28739ec5ddb80f8, , 
 , ,Brahmjit Singh and K. K. Aggarwal and Shakti Kumar, , , , , , , ,IJWIN, , , ,3, , , , , ,A New Empirical Formula for Handover Rate in Microcellular Systems., ,13,2006,article,http://www.bibsonomy.org/api/tags/dblpdblp,284c533978e8d8eab2b23c9a36039f1f, , 
 , ,Christie I. Ezeife and Jingyu Dong and A. K. Aggarwal, , , , , , , ,IJWIS, , , ,1, , , , , ,SensorWebIDS: a web mining intrusion detection system., ,4,2008,article,http://www.bibsonomy.org/api/tags/dblpdblp,b2ecd1a5e0140791fe40ba357005d044, , 
 , ,Raj Talluri and J. K. Aggarwal,MVA, ,conf/mva/1990, , , , , , , , , , , , , , ,Edge Visibility Regions - A New Representation of the Environment of a Mobile Robot., , ,1990,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,78bb9703dbdcd8c731515f0078b4475a, , 
 , ,Xavier Lebègue and Jake K. Aggarwal,MVA, ,conf/mva/1992, , , , , , , , , , , , , , ,A Mobile Robot for Visual Measurements in Architectural Applications., , ,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,fa4c9ec53b2a787c8987dffeab0e6e28, , 
 , ,Bikash Sabata and J. K. Aggarwal,MVA, ,conf/mva/1992, , , , , , , , , , , , , , ,Correspondence of Surfaces in a Sequence of Range Images for Motion Estimation and Tracking., , ,1992,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,0f44b405b126af86d7f163b80adb210b, , 
Budapest, ,Michael A. Terry and Jonathan Marcus and Matthew Farrell and Varun Aggarwal and Una-May O'Reilly,"Applications of Evolutionary Computing,
                 EvoWorkshops2006: {EvoBIO}, {EvoCOMNET}, {EvoHOT},
                 {EvoIASP}, {EvoInteraction}, {EvoMUSART}, {EvoSTOC}", , , ,Franz Rothlauf and Jurgen Branke and Stefano Cagnoni and Ernesto Costa and Carlos Cotta and Rolf Drechsler and Evelyne Lutton and Penousal Machado and Jason H. Moore and Juan Romero and George D. Smith and Giovanni Squillero and Hideyuki Takagi, , , , ,10-12 April, , , , ,Springer Verlag, ,LNCS,"{GRACE:} Generative Robust Analog Circuit
                 Exploration", ,3907,2006,inproceedings,"http://www.bibsonomy.org/api/tags/programming,programming,http://www.bibsonomy.org/api/tags/geneticgenetichttp://www.bibsonomy.org/api/tags/algorithms,algorithms,http://www.bibsonomy.org/api/tags/ehwehw",7c9f29f8f61a38aa2614a5ae8de2aa20, , 
"Coimbra, Portugal", ,Varun Aggarwal and Robert MacCallum,"Genetic Programming 7th European Conference, EuroGP
                 2004, Proceedings", , , ,Maarten Keijzer and Una-May O'Reilly and Simon M. Lucas and Ernesto Costa and Terence Soule, , , , ,5-7 April, , , , ,Springer-Verlag, ,LNCS,"Evolved Matrix Operations for Post-Processing Protein
                 Secondary Structure Predictions", ,3003,2004,inproceedings,"http://www.bibsonomy.org/api/tags/programmingprogramminghttp://www.bibsonomy.org/api/tags/geneticgenetichttp://www.bibsonomy.org/api/tags/algorithms,algorithms,",fdb6fe4bfd84069fe59c2707ae078398, , 
Ann Arbor, ,Varun Aggarwal and Una-May O'Reilly,Genetic Programming Theory and Practice {IV},7, , ,Rick L. Riolo and Terence Soule and Bill Worzel, , , , ,11-13 May, , , , ,Springer, ,Genetic and Evolutionary Computation,"Design of Posynomial Models for Mosfets: Symbolic
                 Regression Using Genetic Algorithms", ,5,2006,incollection,"http://www.bibsonomy.org/api/tags/models,models,http://www.bibsonomy.org/api/tags/programming,programming,http://www.bibsonomy.org/api/tags/programmingprogramminghttp://www.bibsonomy.org/api/tags/geneticgenetichttp://www.bibsonomy.org/api/tags/geometricgeometrichttp://www.bibsonomy.org/api/tags/sizing,sizing,http://www.bibsonomy.org/api/tags/circuitcircuithttp://www.bibsonomy.org/api/tags/algorithms,algorithms,http://www.bibsonomy.org/api/tags/posynomialposynomialhttp://www.bibsonomy.org/api/tags/symbolicsymbolichttp://www.bibsonomy.org/api/tags/regression,regression,",612339d955c5e836cdbcfa6fde1a0700, , 
 , ,W. B. Langdon and P. C. Treleaven,Artificial Intelligence Techniques in Power Systems,10, , ,Kevin Warwick and Arthur Ekwue and Raj Aggarwal, , , , , , , , , ,IEE, , ,"Scheduling Maintenance of Electrical Power
                 Transmission Networks Using Genetic Programming", , ,1997,incollection,"http://www.bibsonomy.org/api/tags/programmingprogramminghttp://www.bibsonomy.org/api/tags/geneticgenetichttp://www.bibsonomy.org/api/tags/algorithms,algorithms,",b43f5697df4961dd41c6ba6ee3b2b302, , 
 , ,Charu C. Aggarwal and Philip S. Yu, , , , , , , ,Data Min. Knowl. Discov., , , ,3, , , , , ,A framework for condensation-based anonymization of string data., ,16,2008,article,http://www.bibsonomy.org/api/tags/dblpdblp,8364dd7621a6d248c8b618698420bb25, , 
 , ,Pawel Zylinski, , , , , , , ,Electr. J. Comb., , , ,1, , , , , ,Orthogonal Art Galleries with Holes: A Coloring Proof of Aggarwal's Theorem., ,13,2006,article,http://www.bibsonomy.org/api/tags/dblpdblp,ffdc4ac471914abd13db85f3c7c1c2a4, , 
 , ,K. K. Aggarwal and Yogesh Singh and Arvinder Kaur and O. P. Sangwan, , , , , , , ,ACM SIGSOFT Software Engineering Notes, , , ,3, , , , , ,A neural net based approach to Test Oracle., ,29,2004,article,http://www.bibsonomy.org/api/tags/dblpdblp,88736151c5642d91c56ab7b230f7a72a, , 
 , ,K. K. Aggarwal and Yogesh Singh and Jitender Kumar Chhabra, , , , , , , ,ACM SIGSOFT Software Engineering Notes, , , ,2, , , , , ,A dynamic software metric and debugging tool., ,28,2003,article,http://www.bibsonomy.org/api/tags/dblpdblp,13e0a6975daaa34198ddd883df01a392, , 
 , ,K. K. Aggarwal and Yogesh Singh and Pravin Chandra and Manimala Puri, , , , , , , ,ACM SIGSOFT Software Engineering Notes, , , ,4, , , , , ,Evaluation of various training algorithms in a neural network model for software engineering applications., ,30,2005,article,http://www.bibsonomy.org/api/tags/dblpdblp,89e8d980f3ee5805ca9395b7da75f07c, , 
 , ,Charu C. Aggarwal and Philip S. Yu,ICDE, ,conf/icde/2008, , , , , , , , , , , ,IEEE, , ,A Framework for Clustering Uncertain Data Streams., , ,2008,inproceedings,http://www.bibsonomy.org/api/tags/dblpdblp,13307dfa33445baf972a240524359898, , 
 , ,Raj Aggarwal and NyoNyo A. Kyaw, , , , , , , ,International Review of Financial Analysis, , , ,4, , , , , ,Equity market integration in the NAFTA region: Evidence from unit root and cointegration tests, ,14,2005,article,http://www.bibsonomy.org/api/tags/NAFTANAFTA,9e809bcad70aa8c114e523cd48b99490, , 
